rfid_uid,Book Number ,Title,Author ,Ed./Vol.,Publisher place,Publisher,Year,Page(s),Class No.,Programme/ Dicipline,,,,Withdrawn Date,Remarks,ISBN /ISSN,Subject,Text/Reference,"Depriciated value
(Till 01-04-2022)"
,B6668,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6669,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6670,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6671,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6672,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6673,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6674,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6675,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6676,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6677,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6678,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6679,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6680,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6681,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6682,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6683,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6684,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6685,"Essentials of Business Environment: (Text, Cases & Exercises )","Aswathappa, K",,New Delhi,Himalayan Publishing House,2023,PB.P.811,650 ASW,Management (MBA),,,,,,9.78936E+12,BUSINESS ENVIRONMENT,,
,B6686,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6687,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6688,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6689,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6690,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6691,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6692,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6693,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6694,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6695,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6696,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6697,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6698,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6699,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6700,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6701,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6702,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6703,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6704,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6705,Business Mathematics,"Sancheti,D. C.",,New Delhi,Sultan Chand,2023,PB.P.A71,650.015 SAN,Management (MBA),,,,,,9.78818E+12,Business Mathematics,,
,B6706,Tortora's Principles of Anatomy & Physiology,"Tortora, Gerard J.; Derrickson, Bryan",,India,Wiley,2017,PB.P.989,612 TOR,Biotechnology (M.Sc),,,,,,9.78813E+12,Human Anatomy:Human Physiology,,
,B6707,Tortora's Principles of Anatomy & Physiology,"Tortora, Gerard J.; Derrickson, Bryan",,India,Wiley,2017,PB.P.989,612 TOR,Biotechnology (M.Sc),,,,,,9.78813E+12,Human Anatomy:Human Physiology,,
,B6708,Tortora's Principles of Anatomy & Physiology Study Guide,"Tortora, Gerard J.; Derrickson, Bryan",,India,Wiley,2017,PB.P.989,612 TOR,Biotechnology (M.Sc),,,,,,9.78813E+12,Human Anatomy:Human Physiology,,
,B6709,Tortora's Principles of Anatomy & Physiology Study Guide,"Tortora, Gerard J.; Derrickson, Bryan",,India,Wiley,2017,PB.P.989,612 TOR,Biotechnology (M.Sc),,,,,,9.78813E+12,Human Anatomy:Human Physiology,,
,B6710,Fundamentals of ecology,"Sharma, P. D.",,Meerut,Ratogi,2022,PB.P.332,577 SHA,Biotechnology (M.Sc),,,,,,9.78935E+12,Ecology,,
,B6711,Fundamentals of ecology,"Sharma, P. D.",,Meerut,Ratogi,2022,PB.P.332,577 SHA,Biotechnology (M.Sc),,,,,,9.78935E+12,Ecology,,
,B6712,Fundamentals of ecology,"Sharma, P. D.",,Meerut,Ratogi,2022,PB.P.332,577 SHA,Biotechnology (M.Sc),,,,,,9.78935E+12,Ecology,,
,B6713,Fundamentals of ecology,"Sharma, P. D.",,Meerut,Ratogi,2022,PB.P.332,577 SHA,Biotechnology (M.Sc),,,,,,9.78935E+12,Ecology,,
,B6714,Marketing Management,"Kotler, Philip",16th,Chennai,Pearson,2023,PB.P.596,658.8 KOT,Management (BBA),,,,,,9.78936E+12,"Management, Marketing",,
,B6715,Marketing Management,"Kotler, Philip",16th,Chennai,Pearson,2023,PB.P.596,658.8 KOT,Management (BBA),,,,,,9.78936E+12,"Management, Marketing",,
,B6716,Marketing Management,"Kotler, Philip",16th,Chennai,Pearson,2023,PB.P.596,658.8 KOT,Management (BBA),,,,,,9.78936E+12,"Management, Marketing",,
,B6717,Marketing Management,"Kotler, Philip",16th,Chennai,Pearson,2023,PB.P.596,658.8 KOT,Management (BBA),,,,,,9.78936E+12,"Management, Marketing",,
,B6718,Marketing Management,"Kotler, Philip",16th,Chennai,Pearson,2023,PB.P.596,658.8 KOT,Management (BBA),,,,,,9.78936E+12,"Management, Marketing",,
,B6719,Marketing Management,"Kotler, Philip",16th,Chennai,Pearson,2023,PB.P.596,658.8 KOT,Management (BBA),,,,,,9.78936E+12,"Management, Marketing",,
,B6720,Marketing Management,"Kotler, Philip",16th,Chennai,Pearson,2023,PB.P.596,658.8 KOT,Management (BBA),,,,,,9.78936E+12,"Management, Marketing",,
,B6721,Marketing Management,"Kotler, Philip",16th,Chennai,Pearson,2023,PB.P.596,658.8 KOT,Management (BBA),,,,,,9.78936E+12,"Management, Marketing",,
,B6722,Marketing Management,"Kotler, Philip",16th,Chennai,Pearson,2023,PB.P.596,658.8 KOT,Management (BBA),,,,,,9.78936E+12,"Management, Marketing",,
,B6723,Marketing Management,"Kotler, Philip",16th,Chennai,Pearson,2023,PB.P.596,658.8 KOT,Management (BBA),,,,,,9.78936E+12,"Management, Marketing",,
,B6724,Indian Economy : For civil services andother competitive examinations,"Singhania, Nitin",4th,Chennai,Mcgrawhill,2023,PB.P.727,330.954076 SIN,Management (BBA),,,,,,9.78936E+12,India; Economy,,
,B6725,Indian Economy : For civil services andother competitive examinations,"Singhania, Nitin",4th,Chennai,Mcgrawhill,2023,PB.P.727,330.954076 SIN,Management (BBA),,,,,,9.78936E+12,India; Economy,,
,B6726,General studies : For civil services preliminary examination GS paper- I,"Singh, Surender",,Chennai,Mcgrawhill,2024,PB.P.K24,001 SIN,Management (BBA),,,,,,9.78936E+12,General Knowledge,,
,B6727,General studies : For civil services preliminary examination GS paper- I,"Singh, Surender",,Chennai,Mcgrawhill,2024,PB.P.K24,001 SIN,Management (BBA),,,,,,9.78936E+12,General Knowledge,,
,B6728,General studies : For civil services preliminary examination GS paper- II,"Sharma, Arun",,Chennai,Mcgrawhill,2024,PB.P.303,001 SIN,Management (BBA),,,,,,9.78936E+12,General Knowledge,,
,B6729,General studies : For civil services preliminary examination GS paper- II,"Sharma, Arun",,Chennai,Mcgrawhill,2024,PB.P.303,001 SIN,Management (BBA),,,,,,9.78936E+12,General Knowledge,,
,B6730,"A modern approach to verbal & non -verbal reasoning Aggarwal, R.S","Aggarwal, R.S",,New Delhi ,S.Chand ,2023,PB.P.17.4,153.93 AGG,General Collection,,,,,,9.78936E+12,"Human Resource Management, Psychology",,
,B6731,IAS General studies preliminary paper I & II 25 years solved papers topic-wise analysis of previous year questions New Vishal,New Vishal,,New Delhi ,New Vishal,2023,PB.P.319,153.93 AGG,General Collection,,,,,,9.78818E+12,General Knowledge,,
,B6732,IAS General studies preliminary paper I & II 25 years solved papers topic-wise analysis of previous year questions New Vishal,New Vishal,,New Delhi ,New Vishal,2023,PB.P.319,153.93 AGG,General Collection,,,,,,9.78818E+12,General Knowledge,,
,B6733,Man's search for meaning: The Classic tribute to hope from the Holocaust,"Frankl, Viktor E.",,India,Replika Press Pvt.Ltd,2008,PB.P.154,940.5318092 FRA,General Collection,,,,,,9.78185E+12,Logotherapy;Psychological aspects;Nazi concentration camp inmates;Germany,,
,B6734,Man's search for meaning: The Classic tribute to hope from the Holocaust,"Frankl, Viktor E.",,India,Replika Press Pvt.Ltd,2008,PB.P.154,940.5318092 FRA,General Collection,,,,,,9.78185E+12,Logotherapy;Psychological aspects;Nazi concentration camp inmates;Germany,,
,B6735,The fortune at the bottom of the pyramid,"Prahalad, C. K.",,Chennai,Pearson,2020,PB.P.360,338.8881724 PRA,General Collection,,,,,,9.78935E+12,Developing countries;Non-governmental organizations;Economic assistance;International business enterprises--Social aspects,,
,B6736,"The psychology of selling : How to sell more, easier, and faster than you ever thought possible","Tracy, Brian",,U.S.,Harper COllins,2004,PB.P.220,658.85019 TRA,General Collection,,,,,,9.78079E+12,Selling--Psychological aspects;Business;Persuasion (Psychology),,
,B6737,Doglapan : The hard truth about life and start ups,Ashneer Grover,,Gurugram ,Penguin random House,2022,PB.P.185,658.11 GRO,General Collection,,,,,,9.78067E+12,Business start up Entrepreneurship,,
,B6738,The E-myth revisited : why most small businesses don't work and what to do about it,"Gerber, Michael E.",,New York,harper COllins,1995,PB.P.270,658.022 GER,General Collection,,,,,,9.78089E+12,Small business -- Management | Entrepreneurship | Success in business | Petites et moyennes entreprises -- Gestion | Entrepreneuriat | Succès dans les affaires | Petite et moyenne entreprise | Gestion d'entreprise | Entrepreneuriat | Réussite dans les affaires,,
,B6739,The Learn Startup,"Ries, Eric",,U.S.,Replika Press Pvt.Ltd,2011,PB.P.320,658.11 RIE,General Collection,,,,,,9.78067E+12,Bussiness; Enterpreneurs,,
,B6740,"Business model generation : A handbook for visionaries, game changers and challengers","Osterwalder, Alexander",,New Jersey,Wiley,2010,PB.P.279,658.4012 OST,General Collection,,,,,,9.78047E+12,Strategic planning | New business enterprises | Business planning,,
,B6741,Rework: change the way you work forever,"Fried, Jason ; David Heineier Hansson",,U.K,Random House,2010,PB.P.279,82 FRI,General Collection,,,,,,9.78009E+12,Entrepreneurship; Business,,
,B6742,How to read a profit and loss statement,"Ramchandran , N; Ram Kumar Kakani",2nd,Chennai,Mcgrawhill,2014,PB.P.106,657 RAM,Management (MBA),,,,,,9.78935E+12,Busieness; Accounting,,
,B6743,How to Analyze Financial Statements,"Ramchandran , N; Ram Kumar Kakani",2nd,Chennai,Mcgrawhill,2014,PB.P.112,657 RAM,Management (MBA),,,,,,9.78935E+12,Busieness; Accounting,,
,B6744,How to read a balance sheet,"Ramchandran , N; Ram Kumar Kakani",2nd,Chennai,Mcgrawhill,2022,PB.P.2022,657.37 RAM,Management (MBA),,,,,,9.78126E+12,Busieness; Accounting,,
,B6745,"How to read a Financial report: Essential Information for Entrepreneurs, Lenders , Investors, Analysts, and management","Tracy, John A;Tracy, Tage.C",8th,India,Wiley,2014,PB.P.187,657.3 TRA,Management (MBA),,,,,,9.78112E+12,Accounting: Finance;: Entreprenur,,
,B6746,"The 4-Hour Work Week: Escape the 9-5, Live anywhere and join the new rich","Ferriss, Timothy",1st Rev,U.S.,Random House,2011,PB.P.396,650.1 TIM,Management (MBA),,,,,,9.78009E+12,self-employment;Quality of life;Self-realization;Success in business,,
,B6747,The hard thing about hard things : building a business when there are no easy answers ,"Horowitz, Ben",,India,Thomson,2014,PB.P.289,658.11 BEN,Management (MBA),,,,,,9.78006E+12,Success in business;Entrepreneurship;New business enterprises,,
,B6748,The mom test : How to talk to customers and learn if your business is a good idea when everyone is lying to you,"Fitzpatrick, Rob",,U.K  ,Lightning Source,2023,PB.P.125,658.45 ROB,Management (MBA),,,,,,9.78149E+12,New business enterprises;Success in business;Customer relations,,
,B6749,Data science from scratch : first principles with Python,"Grus, Joel",2nd,Mumbai, Shroff Publishers and distributor ptv ltd.,2019,PB. P. 384,005.7565 GRU,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,"Python (Computer program language), Data structures (Computer science), Database management, Data mining",,
,B6750,Data science from scratch : first principles with Python,"Grus, Joel",2nd,Mumbai, Shroff Publishers and distributor ptv ltd.,2019,PB. P. 384,005.7565 GRU,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,"Python (Computer program language), Data structures (Computer science), Database management, Data mining",,
,B6751,Data science from scratch : first principles with Python,"Grus, Joel",2nd,Mumbai, Shroff Publishers and distributor ptv ltd.,2019,PB. P. 384,005.7565 GRU,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,"Python (Computer program language), Data structures (Computer science), Database management, Data mining",,
,B6752,Data science from scratch : first principles with Python,"Grus, Joel",2nd,Mumbai, Shroff Publishers and distributor ptv ltd.,2019,PB. P. 384,005.7565 GRU,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,"Python (Computer program language), Data structures (Computer science), Database management, Data mining",,
,B6753,Data science from scratch : first principles with Python,"Grus, Joel",2nd,Mumbai, Shroff Publishers and distributor ptv ltd.,2019,PB. P. 384,005.7565 GRU,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,"Python (Computer program language), Data structures (Computer science), Database management, Data mining",,
,B6754,Data science from scratch : first principles with Python,"Grus, Joel",2nd,Mumbai, Shroff Publishers and distributor ptv ltd.,2019,PB. P. 384,005.7565 GRU,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,"Python (Computer program language), Data structures (Computer science), Database management, Data mining",,
,B6755,Data science from scratch : first principles with Python,"Grus, Joel",2nd,Mumbai, Shroff Publishers and distributor ptv ltd.,2019,PB. P. 384,005.7565 GRU,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,"Python (Computer program language), Data structures (Computer science), Database management, Data mining",,
,B6756,Data science from scratch : first principles with Python,"Grus, Joel",2nd,Mumbai, Shroff Publishers and distributor ptv ltd.,2019,PB. P. 384,005.7565 GRU,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,"Python (Computer program language), Data structures (Computer science), Database management, Data mining",,
,B6757,Data science from scratch : first principles with Python,"Grus, Joel",2nd,Mumbai, Shroff Publishers and distributor ptv ltd.,2019,PB. P. 384,005.7565 GRU,Computer Engineering (B.Tech),,,,,CSE Coordinator,9.78935E+12,"Python (Computer program language), Data structures (Computer science), Database management, Data mining",,
